class,row,wallet,time,neighbor,full_probability,without_probability,delta,abs_delta,full_pred,without_pred,flip,support_suspicion,protective
1,22563,141Zu4pHzkYZefE2audb1FU1gRkJ1TNKT6,42,15jeVC5uRRTDxqXPMV8fwqCN4mmkHS6F4y,0.6915785670280457,0.7466521859169006,-0.05507361888885498,0.05507361888885498,False,False,False,False,True
1,22563,141Zu4pHzkYZefE2audb1FU1gRkJ1TNKT6,42,17A16QmavnUfCW11DAApiJxp7ARnxN5pGX,0.6915785670280457,0.7324156165122986,-0.04083704948425293,0.04083704948425293,False,False,False,False,True
1,22563,141Zu4pHzkYZefE2audb1FU1gRkJ1TNKT6,42,17my9ExMmuyCBGSpC42jW7K1KPbCMEBnaL,0.6915785670280457,0.3985322415828705,0.29304632544517517,0.29304632544517517,False,False,False,True,False
1,22563,141Zu4pHzkYZefE2audb1FU1gRkJ1TNKT6,42,1N52wHoVR79PMDishab2XmRHsbekCdGquK,0.6915785670280457,0.7312213778495789,-0.0396428108215332,0.0396428108215332,False,False,False,False,True
1,24386,14BQ4Eq3ZZFFfFmKiuasmhtvWudUP6TiS4,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9926685094833374,0.9748435616493225,0.017824947834014893,0.017824947834014893,True,True,False,True,False
1,25128,14FLkudvztaUJzCatbPJi3WLigZLcYvs5H,44,3MMCb1DofhUKEpf4aGGs4rDj9QJs1HCrEJ,0.9962963461875916,0.9955878257751465,0.0007085204124450684,0.0007085204124450684,True,True,False,True,False
1,27749,14VRpuLS5CwmSAn58oQAxoTWqxxpuTdcuU,49,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,0.37084320187568665,0.7666907906532288,-0.3958475887775421,0.3958475887775421,False,False,False,False,True
1,28246,14YG9rrGghL77Ro7XcB3R9SjAvJMQpA8cZ,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9951273202896118,0.9968275427818298,-0.0017002224922180176,0.0017002224922180176,True,True,False,False,True
1,34673,158V6NJbeV4LJWv1h9ajFJSiCmPav8dd1z,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9951127171516418,0.996822714805603,-0.0017099976539611816,0.0017099976539611816,True,True,False,False,True
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,0.6350353956222534,0.617949903011322,0.017085492610931396,0.017085492610931396,False,False,False,True,False
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.6350353956222534,0.6270788908004761,0.007956504821777344,0.007956504821777344,False,False,False,True,False
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,1AxcwffUwfdsbj5J3yHDYZr6rRLXw9Tb75,0.6350353956222534,0.6327411532402039,0.0022942423820495605,0.0022942423820495605,False,False,False,True,False
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.6350353956222534,0.633708655834198,0.00132673978805542,0.00132673978805542,False,False,False,True,False
1,36576,15JyCy3oTCbUyS5vCkYSwNZ5RJTfSHJAdF,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9945684671401978,0.9965812563896179,-0.002012789249420166,0.002012789249420166,True,True,False,False,True
1,42956,15uepg7WpadtMYxc8Lzd1cyKKjLsZ4qhco,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.21760062873363495,0.22473683953285217,-0.007136210799217224,0.007136210799217224,False,False,False,False,True
1,42956,15uepg7WpadtMYxc8Lzd1cyKKjLsZ4qhco,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.21760062873363495,0.2309250682592392,-0.013324439525604248,0.013324439525604248,False,False,False,False,True
1,43732,15ymZ1HC2WuUc2T9rXjjjbFUrpWf213fkR,43,12ftmJ5cExVeMzQYyEVQULBSFamLV7hZRK,0.0034634775947779417,0.0034515121951699257,1.1965399608016014e-05,1.1965399608016014e-05,False,False,False,True,False
1,43732,15ymZ1HC2WuUc2T9rXjjjbFUrpWf213fkR,43,1N52wHoVR79PMDishab2XmRHsbekCdGquK,0.0034634775947779417,0.005234993528574705,-0.0017715159337967634,0.0017715159337967634,False,False,False,False,True
1,46633,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,48,1576YHZPqi9tjaPwZP5EMwsUhMRUU1MjP3,0.6810650825500488,0.6433191895484924,0.037745893001556396,0.037745893001556396,False,False,False,True,False
1,46633,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,48,18JMGJhnFQsHRYHECnywjG3NPpgRmVjRxH,0.6810650825500488,0.685122549533844,-0.004057466983795166,0.004057466983795166,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,1576YHZPqi9tjaPwZP5EMwsUhMRUU1MjP3,0.8421354293823242,0.833591639995575,0.008543789386749268,0.008543789386749268,False,False,False,True,False
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,0.8421354293823242,0.8399321436882019,0.0022032856941223145,0.0022032856941223145,False,False,False,True,False
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,18JMGJhnFQsHRYHECnywjG3NPpgRmVjRxH,0.8421354293823242,0.8441283106803894,-0.0019928812980651855,0.0019928812980651855,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,0.8421354293823242,0.8409085869789124,0.0012268424034118652,0.0012268424034118652,False,False,False,True,False
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,1AxcwffUwfdsbj5J3yHDYZr6rRLXw9Tb75,0.8421354293823242,0.8407400250434875,0.00139540433883667,0.00139540433883667,False,False,False,True,False
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,1N4sMnEDftDJayKBvQ5T6ktAwu4W2B5jAH,0.8421354293823242,0.8407644033432007,0.0013710260391235352,0.0013710260391235352,False,False,False,True,False
1,46637,16FUM9sZXp8wbxH6Mx8MvH8biFsjqFtEr5,44,15ymZ1HC2WuUc2T9rXjjjbFUrpWf213fkR,0.5475571155548096,0.31152617931365967,0.2360309362411499,0.2360309362411499,False,False,False,True,False
1,47909,16NJsCU5xeb2MtpYDUp7MNRiMm4wGgXFJR,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9930499792098999,0.9788090586662292,0.014240920543670654,0.014240920543670654,True,True,False,True,False
1,50591,16cg3wqcDyjdUgbaHWPQT2DLF3RMgZzLZY,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.6077341437339783,0.40883395075798035,0.19890019297599792,0.19890019297599792,False,False,False,True,False
1,51522,16hW5gxPje2LJXM8V5YUpgpyq87cZicSop,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9944918155670166,0.9916340112686157,0.002857804298400879,0.002857804298400879,True,True,False,True,False
1,52144,16kniBtbBYcawLuKBT9a6J6dBUD28obrAi,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.6710112690925598,0.483030766248703,0.1879805028438568,0.1879805028438568,False,False,False,True,False
1,53325,16rkthP97SsnbXmqvEjMBjPrnM3K7FTGzb,46,38BoHtepsEZyWoCRKKyAe9gKW8wp3aPouM,0.5816118717193604,0.4505622684955597,0.13104960322380066,0.13104960322380066,False,False,False,True,False
1,53436,16sFp53Qz64WUBNSMa9QYCgQNrqZFVRV83,49,1JxfosgwwcUUkWKZLU2JvYjQqBwg3TKrea,0.9834688901901245,0.8747018575668335,0.10876703262329102,0.10876703262329102,True,False,True,True,False
1,53462,16sNAkMaMgYuiEhZcPJPdadG25KxAX1gb6,49,1CjStQKYUZ8cSMk3iJf1eWWe6vLJRgj2TY,0.0028709357138723135,0.0047013480216264725,-0.001830412307754159,0.001830412307754159,False,False,False,False,True
1,56301,178FWZR2yXxSCL2V2coJZXF2zVVvh13fdQ,42,1BksLjirFRrV4hCpnC5e5yRLbodMaaTJTq,0.9535162448883057,0.9491487741470337,0.004367470741271973,0.004367470741271973,False,False,False,True,False
1,56301,178FWZR2yXxSCL2V2coJZXF2zVVvh13fdQ,42,1PkwBdVLvG41LF6FFHueBifKBf7J259Xav,0.9535162448883057,0.9470258355140686,0.0064904093742370605,0.0064904093742370605,False,False,False,True,False
1,57874,17GEHLcmzYkf1SamSzWU671BJCY8gWiwv,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9926685094833374,0.9748435616493225,0.017824947834014893,0.017824947834014893,True,True,False,True,False
1,60746,17YBkTD8i7iF8RHva2e34zKSynmVGeKvxW,45,16tcubW3EVHnrVER133eDZwB7oiiAQPFF2,0.36790382862091064,0.41901591420173645,-0.051112085580825806,0.051112085580825806,False,False,False,False,True
1,60746,17YBkTD8i7iF8RHva2e34zKSynmVGeKvxW,45,1NrpXy6x8SZAWfLGZ2nnDZZuGsj59BKxtz,0.36790382862091064,0.40983742475509644,-0.04193359613418579,0.04193359613418579,False,False,False,False,True
1,61025,17ZtcSGZy4PMRNMm3SVdRx5AeASmvF2ke,44,1BVXAddKjbphVK5xXKeYcyorTPDgDBQHTu,0.4472329020500183,0.5024943351745605,-0.055261433124542236,0.055261433124542236,False,False,False,False,True
1,61025,17ZtcSGZy4PMRNMm3SVdRx5AeASmvF2ke,44,1BxjUjgLy1y9APYWsiDRuZLBjrENJoovxG,0.4472329020500183,0.29970791935920715,0.14752498269081116,0.14752498269081116,False,False,False,True,False
1,63361,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,48,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,0.9810401201248169,0.9680070877075195,0.013033032417297363,0.013033032417297363,True,True,False,True,False
1,64582,17t2aobkDfSwizz1hvGG9zgHSXZBBdVJAN,42,36524udg8AAiKhXr8ukwFzyWoZ2PCBDq17,0.22378605604171753,0.17345190048217773,0.050334155559539795,0.050334155559539795,False,False,False,True,False
1,65871,1816RaasK5ALaRreqiDu71V24NAexYGAaL,42,1C8hkWXwqfzQAcfRW7yR7z8wjyTg4P9hfA,0.1318945586681366,0.16712014377117157,-0.03522558510303497,0.03522558510303497,False,False,False,False,True
1,67019,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,48,12pkJ4BgY4ZxMDvYPP7VXSHajzwUjtaZY4,0.9571401476860046,0.965339720249176,-0.008199572563171387,0.008199572563171387,False,True,True,False,True
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,14LiwZ3LeVVq7oBrSJ7wzkrX9Lfc23sx1C,0.36951276659965515,0.428212970495224,-0.05870020389556885,0.05870020389556885,False,False,False,False,True
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,17bggHMnBwxrULt778XA4U4X3ThaxvW4Rv,0.36951276659965515,0.3232581317424774,0.046254634857177734,0.046254634857177734,False,False,False,True,False
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,19boad6B5Wv24K95Nu2ZyvYE9vi5SU2Yj5,0.36951276659965515,0.3368583917617798,0.032654374837875366,0.032654374837875366,False,False,False,True,False
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,1Kw1NpZ1NCWgsjPKjjiH2fyQURL6dKMgFn,0.36951276659965515,0.4259316623210907,-0.05641889572143555,0.05641889572143555,False,False,False,False,True
1,67303,188oP5jZot7JF4fZsK9V1L1Kq4YCdDuZCe,49,15uepg7WpadtMYxc8Lzd1cyKKjLsZ4qhco,0.9733778238296509,0.9892459511756897,-0.01586812734603882,0.01586812734603882,True,True,False,False,True
1,67303,188oP5jZot7JF4fZsK9V1L1Kq4YCdDuZCe,49,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,0.9733778238296509,0.9666790962219238,0.006698727607727051,0.006698727607727051,True,True,False,True,False
1,68889,18H2NS8ngY6iDSJnKkG2qmMhkZUTUk1G3L,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.6077341437339783,0.40883395075798035,0.19890019297599792,0.19890019297599792,False,False,False,True,False
1,70238,18QUa57MjVrZ13Y2vQvCpayG9qaRMXR66H,49,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,0.2727840840816498,0.27110567688941956,0.0016784071922302246,0.0016784071922302246,False,False,False,True,False
1,70238,18QUa57MjVrZ13Y2vQvCpayG9qaRMXR66H,49,1AxcwffUwfdsbj5J3yHDYZr6rRLXw9Tb75,0.2727840840816498,0.2918306589126587,-0.01904657483100891,0.01904657483100891,False,False,False,False,True
1,71999,18ZfGYxQ9kLFVps2v76tX6JksZnAMWWusr,49,1DDmgYSiSA5VckjXxDNMi1DxWZfuHt1gVg,0.6670989990234375,0.35991016030311584,0.30718883872032166,0.30718883872032166,False,False,False,True,False
1,71999,18ZfGYxQ9kLFVps2v76tX6JksZnAMWWusr,49,1Maa1F57e1VLEgActwP6ZjGmLTaFkqyREr,0.6670989990234375,0.7195729613304138,-0.05247396230697632,0.05247396230697632,False,False,False,False,True
1,72192,18aXA5T5BEPgpqQ38rSgShRq7ghT5S9tvz,47,394H6wHnsdBxQqFSLLPzeTJ7kmLeKTvcRY,0.6141238808631897,0.21313665807247162,0.4009872227907181,0.4009872227907181,False,False,False,True,False
1,74219,18mKBWckBim8qSDre1e6YQjxNN8KkCJfVU,42,1ET5rCodBrECBVHuhsDciTifSzGdxCNrty,0.8767424821853638,0.8817331194877625,-0.004990637302398682,0.004990637302398682,False,False,False,False,True
1,74219,18mKBWckBim8qSDre1e6YQjxNN8KkCJfVU,42,1KkSDKg3YmvHrYFTx12akk8f2uvje4WFaA,0.8767424821853638,0.8687455654144287,0.007996916770935059,0.007996916770935059,False,False,False,True,False
1,74219,18mKBWckBim8qSDre1e6YQjxNN8KkCJfVU,42,1purUJS3HGsuRe6cBaA1ULH1sdvv6e9K9,0.8767424821853638,0.8820575475692749,-0.005315065383911133,0.005315065383911133,False,False,False,False,True
1,75813,18ugKF91J4Ya4NHw1okSwJsBoYKVtfwvLw,44,3MMCb1DofhUKEpf4aGGs4rDj9QJs1HCrEJ,0.9962963461875916,0.9955878257751465,0.0007085204124450684,0.0007085204124450684,True,True,False,True,False
1,75822,18uieCYizT2zrg1zgivdrgUnUc4Y5EPUJZ,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.6786311268806458,0.4926689863204956,0.18596214056015015,0.18596214056015015,False,False,False,True,False
1,77483,194GQBPLaCoSpY2UKx9i293iZjAbuuNMKT,49,14JT8RJJNh1ffMoJjjKKAYeM7N8jaP48UR,0.26028892397880554,0.3332507312297821,-0.07296180725097656,0.07296180725097656,False,False,False,False,True
1,77483,194GQBPLaCoSpY2UKx9i293iZjAbuuNMKT,49,31jz9j3EoVLXaZ16SLZr9dVuBMa7vqnj6H,0.26028892397880554,0.2648921310901642,-0.004603207111358643,0.004603207111358643,False,False,False,False,True
1,77647,1959snj1ovEnJP6ce9Aav2RuxDhZQEoCyh,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.2275136560201645,0.2346321940422058,-0.007118538022041321,0.007118538022041321,False,False,False,False,True
1,77647,1959snj1ovEnJP6ce9Aav2RuxDhZQEoCyh,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.2275136560201645,0.23740258812904358,-0.00988893210887909,0.00988893210887909,False,False,False,False,True
1,80391,19KrfeB3cGAYTzxpwq2r65cmEMwzXqiip6,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9945684671401978,0.9965812563896179,-0.002012789249420166,0.002012789249420166,True,True,False,False,True
1,82447,19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,48,1347PE3ZDokSsE2Ws1ZvtftPXCuR4NjJsQ,0.9468377828598022,0.9857245683670044,-0.03888678550720215,0.03888678550720215,False,True,True,False,True
1,82447,19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,48,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,0.9468377828598022,0.9501249194145203,-0.0032871365547180176,0.0032871365547180176,False,False,False,False,True
1,83136,19aWTH3LqD4hhAVXigszeKnZ33dXcoiLKS,42,36524udg8AAiKhXr8ukwFzyWoZ2PCBDq17,0.1937340945005417,0.18779191374778748,0.005942180752754211,0.005942180752754211,False,False,False,True,False
1,85059,19kiYrzGLdgrvzJbudyre3mEhePgazuYkv,47,1Dym1yThrVo5T1Q7bzgu8ekQBYEma2ftge,0.35689577460289,0.649448573589325,-0.29255279898643494,0.29255279898643494,False,False,False,False,True
1,87658,19zaH94k9dVuA4sgtobYTvLUVFECTjF4q1,49,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,0.8617798089981079,0.6952447295188904,0.16653507947921753,0.16653507947921753,False,False,False,True,False
1,88076,1A2f5HUDRPvLASRRavZ4chZU8thgSw6Kym,48,1HfEepHZagyXjPEg71A7VTA8QHX28fJHD7,0.8540971279144287,0.9183611273765564,-0.06426399946212769,0.06426399946212769,False,False,False,False,True
1,88309,1A3o3eL6tSqNCBrFdETAed7FQGWghuqVwJ,49,1JNchFeujbm786astAzpeRAVM1igPUMwYx,0.02208072505891323,0.14635436236858368,-0.12427363730967045,0.12427363730967045,False,False,False,False,True
1,88904,1A6bLvLoVZ43FSYxerGLhTx81VSh48LA8W,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.16859973967075348,0.23794607818126678,-0.0693463385105133,0.0693463385105133,False,False,False,False,True
1,88904,1A6bLvLoVZ43FSYxerGLhTx81VSh48LA8W,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.16859973967075348,0.18515954911708832,-0.01655980944633484,0.01655980944633484,False,False,False,False,True
1,92176,1AQ2tmD39tpdYbCH4S9rC64eKf2fKkczqj,42,178FWZR2yXxSCL2V2coJZXF2zVVvh13fdQ,0.5045903921127319,0.5385236740112305,-0.033933281898498535,0.033933281898498535,False,False,False,False,True
1,94431,1Abk3mHubS8WTQ12xZ9UfMh1Y5BMFbzqgS,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9951401948928833,0.9968317151069641,-0.0016915202140808105,0.0016915202140808105,True,True,False,False,True
1,94874,1Ae7dFZsct57hpAt2vGkYytKwEvSjEggQ8,42,1N52wHoVR79PMDishab2XmRHsbekCdGquK,0.2615834176540375,0.8270686268806458,-0.5654852092266083,0.5654852092266083,False,False,False,False,True
1,94949,1AeZKdDoFFRyZMUBrjn2hM4yqMg95twFuQ,43,1CCn9buMG1LhDNiHVCfnb6biiYhdcYSfyr,0.7957667112350464,0.8101592659950256,-0.014392554759979248,0.014392554759979248,False,False,False,False,True
1,95425,1AgwMakJ3R4m8VzW2VtmbGLRVwUvP4JFEJ,42,3CD1QW6fjgTwKq3Pj97nty28WZAVkziNom,0.6264471411705017,0.9662482738494873,-0.3398011326789856,0.3398011326789856,False,True,True,False,True
