class,row,wallet,time,neighbor,full_probability,without_probability,delta,abs_delta,full_pred,without_pred,flip,risk_increasing,protective
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.3551219403743744,0.42936471104621887,-0.07424277067184448,0.07424277067184448,False,False,False,False,True
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,1AxcwffUwfdsbj5J3yHDYZr6rRLXw9Tb75,0.3551219403743744,0.38856878876686096,-0.03344684839248657,0.03344684839248657,False,False,False,False,True
1,35991,15FkN73MjCXkfWnyWWw6phiTpwrUMRYXqF,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.3551219403743744,0.41886845231056213,-0.06374651193618774,0.06374651193618774,False,False,False,False,True
1,36576,15JyCy3oTCbUyS5vCkYSwNZ5RJTfSHJAdF,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9783583879470825,0.9957669973373413,-0.01740860939025879,0.01740860939025879,True,True,False,False,True
1,42956,15uepg7WpadtMYxc8Lzd1cyKKjLsZ4qhco,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.058365348726511,0.06367209553718567,-0.005306746810674667,0.005306746810674667,False,False,False,False,True
1,42956,15uepg7WpadtMYxc8Lzd1cyKKjLsZ4qhco,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.058365348726511,0.08451320976018906,-0.026147861033678055,0.026147861033678055,False,False,False,False,True
1,43732,15ymZ1HC2WuUc2T9rXjjjbFUrpWf213fkR,43,12ftmJ5cExVeMzQYyEVQULBSFamLV7hZRK,0.0036898718681186438,0.0032665799371898174,0.00042329193092882633,0.00042329193092882633,False,False,False,True,False
1,43732,15ymZ1HC2WuUc2T9rXjjjbFUrpWf213fkR,43,1N52wHoVR79PMDishab2XmRHsbekCdGquK,0.0036898718681186438,0.0051172892563045025,-0.0014274173881858587,0.0014274173881858587,False,False,False,False,True
1,46633,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,48,1576YHZPqi9tjaPwZP5EMwsUhMRUU1MjP3,0.5509276986122131,0.5300569534301758,0.020870745182037354,0.020870745182037354,False,False,False,True,False
1,46633,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,48,18JMGJhnFQsHRYHECnywjG3NPpgRmVjRxH,0.5509276986122131,0.658871054649353,-0.10794335603713989,0.10794335603713989,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,1576YHZPqi9tjaPwZP5EMwsUhMRUU1MjP3,0.5637139081954956,0.5491123795509338,0.014601528644561768,0.014601528644561768,False,False,False,True,False
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,0.5637139081954956,0.5892305374145508,-0.025516629219055176,0.025516629219055176,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,18JMGJhnFQsHRYHECnywjG3NPpgRmVjRxH,0.5637139081954956,0.633658766746521,-0.06994485855102539,0.06994485855102539,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,0.5637139081954956,0.5850686430931091,-0.021354734897613525,0.021354734897613525,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,1AxcwffUwfdsbj5J3yHDYZr6rRLXw9Tb75,0.5637139081954956,0.5913341045379639,-0.02762019634246826,0.02762019634246826,False,False,False,False,True
1,46634,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,49,1N4sMnEDftDJayKBvQ5T6ktAwu4W2B5jAH,0.5637139081954956,0.5840391516685486,-0.02032524347305298,0.02032524347305298,False,False,False,False,True
1,46637,16FUM9sZXp8wbxH6Mx8MvH8biFsjqFtEr5,44,15ymZ1HC2WuUc2T9rXjjjbFUrpWf213fkR,0.12207663059234619,0.27229735255241394,-0.15022072196006775,0.15022072196006775,False,False,False,False,True
1,47909,16NJsCU5xeb2MtpYDUp7MNRiMm4wGgXFJR,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9900270104408264,0.9802035093307495,0.009823501110076904,0.009823501110076904,True,True,False,True,False
1,50591,16cg3wqcDyjdUgbaHWPQT2DLF3RMgZzLZY,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.835176944732666,0.13202254474163055,0.7031543999910355,0.7031543999910355,False,False,False,True,False
1,51522,16hW5gxPje2LJXM8V5YUpgpyq87cZicSop,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9916651844978333,0.9909166693687439,0.0007485151290893555,0.0007485151290893555,True,True,False,True,False
1,52144,16kniBtbBYcawLuKBT9a6J6dBUD28obrAi,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.8829187750816345,0.17795123159885406,0.7049675434827805,0.7049675434827805,False,False,False,True,False
1,53325,16rkthP97SsnbXmqvEjMBjPrnM3K7FTGzb,46,38BoHtepsEZyWoCRKKyAe9gKW8wp3aPouM,0.6638036966323853,0.1341162919998169,0.5296874046325684,0.5296874046325684,False,False,False,True,False
1,53436,16sFp53Qz64WUBNSMa9QYCgQNrqZFVRV83,49,1JxfosgwwcUUkWKZLU2JvYjQqBwg3TKrea,0.9903227686882019,0.9355722069740295,0.05475056171417236,0.05475056171417236,True,False,True,True,False
1,53462,16sNAkMaMgYuiEhZcPJPdadG25KxAX1gb6,49,1CjStQKYUZ8cSMk3iJf1eWWe6vLJRgj2TY,0.23404163122177124,0.005087593104690313,0.22895403811708093,0.22895403811708093,False,False,False,True,False
1,56301,178FWZR2yXxSCL2V2coJZXF2zVVvh13fdQ,42,1BksLjirFRrV4hCpnC5e5yRLbodMaaTJTq,0.9716772437095642,0.9665772914886475,0.005099952220916748,0.005099952220916748,True,True,False,True,False
1,56301,178FWZR2yXxSCL2V2coJZXF2zVVvh13fdQ,42,1PkwBdVLvG41LF6FFHueBifKBf7J259Xav,0.9716772437095642,0.9737009406089783,-0.0020236968994140625,0.0020236968994140625,True,True,False,False,True
1,57874,17GEHLcmzYkf1SamSzWU671BJCY8gWiwv,49,3CXr8guRrcA8g9z9rqck87e7nv49KkKMKy,0.9896631836891174,0.9746717810630798,0.014991402626037598,0.014991402626037598,True,True,False,True,False
1,60746,17YBkTD8i7iF8RHva2e34zKSynmVGeKvxW,45,16tcubW3EVHnrVER133eDZwB7oiiAQPFF2,0.15897296369075775,0.2611420452594757,-0.10216908156871796,0.10216908156871796,False,False,False,False,True
1,60746,17YBkTD8i7iF8RHva2e34zKSynmVGeKvxW,45,1NrpXy6x8SZAWfLGZ2nnDZZuGsj59BKxtz,0.15897296369075775,0.17365114390850067,-0.01467818021774292,0.01467818021774292,False,False,False,False,True
1,61025,17ZtcSGZy4PMRNMm3SVdRx5AeASmvF2ke,44,1BVXAddKjbphVK5xXKeYcyorTPDgDBQHTu,0.4214877188205719,0.7892497181892395,-0.3677619993686676,0.3677619993686676,False,False,False,False,True
1,61025,17ZtcSGZy4PMRNMm3SVdRx5AeASmvF2ke,44,1BxjUjgLy1y9APYWsiDRuZLBjrENJoovxG,0.4214877188205719,0.1036977618932724,0.3177899569272995,0.3177899569272995,False,False,False,True,False
1,63361,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,48,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,0.9576554894447327,0.9684336185455322,-0.01077812910079956,0.01077812910079956,True,True,False,False,True
1,64582,17t2aobkDfSwizz1hvGG9zgHSXZBBdVJAN,42,36524udg8AAiKhXr8ukwFzyWoZ2PCBDq17,0.15511539578437805,0.20973646640777588,-0.05462107062339783,0.05462107062339783,False,False,False,False,True
1,65871,1816RaasK5ALaRreqiDu71V24NAexYGAaL,42,1C8hkWXwqfzQAcfRW7yR7z8wjyTg4P9hfA,0.11102111637592316,0.13192801177501678,-0.020906895399093628,0.020906895399093628,False,False,False,False,True
1,67019,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,48,12pkJ4BgY4ZxMDvYPP7VXSHajzwUjtaZY4,0.6567416191101074,0.9017443060874939,-0.24500268697738647,0.24500268697738647,False,False,False,False,True
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,14LiwZ3LeVVq7oBrSJ7wzkrX9Lfc23sx1C,0.48875001072883606,0.5184347033500671,-0.02968469262123108,0.02968469262123108,False,False,False,False,True
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,17bggHMnBwxrULt778XA4U4X3ThaxvW4Rv,0.48875001072883606,0.2688131332397461,0.21993687748908997,0.21993687748908997,False,False,False,True,False
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,19boad6B5Wv24K95Nu2ZyvYE9vi5SU2Yj5,0.48875001072883606,0.5009199380874634,-0.01216992735862732,0.01216992735862732,False,False,False,False,True
1,67065,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,49,1Kw1NpZ1NCWgsjPKjjiH2fyQURL6dKMgFn,0.48875001072883606,0.5625663995742798,-0.07381638884544373,0.07381638884544373,False,False,False,False,True
1,67303,188oP5jZot7JF4fZsK9V1L1Kq4YCdDuZCe,49,15uepg7WpadtMYxc8Lzd1cyKKjLsZ4qhco,0.9883467555046082,0.9899431467056274,-0.0015963912010192871,0.0015963912010192871,True,True,False,False,True
1,67303,188oP5jZot7JF4fZsK9V1L1Kq4YCdDuZCe,49,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,0.9883467555046082,0.9876983761787415,0.0006483793258666992,0.0006483793258666992,True,True,False,True,False
1,68889,18H2NS8ngY6iDSJnKkG2qmMhkZUTUk1G3L,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.835176944732666,0.13202254474163055,0.7031543999910355,0.7031543999910355,False,False,False,True,False
1,70238,18QUa57MjVrZ13Y2vQvCpayG9qaRMXR66H,49,17mqVbK2EuEbq3qUJbG84aB6MiYcDMSdXD,0.11130136996507645,0.1085442528128624,0.0027571171522140503,0.0027571171522140503,False,False,False,True,False
1,70238,18QUa57MjVrZ13Y2vQvCpayG9qaRMXR66H,49,1AxcwffUwfdsbj5J3yHDYZr6rRLXw9Tb75,0.11130136996507645,0.20312343537807465,-0.0918220654129982,0.0918220654129982,False,False,False,False,True
1,71999,18ZfGYxQ9kLFVps2v76tX6JksZnAMWWusr,49,1DDmgYSiSA5VckjXxDNMi1DxWZfuHt1gVg,0.8464570045471191,0.1417233794927597,0.7047336250543594,0.7047336250543594,False,False,False,True,False
1,71999,18ZfGYxQ9kLFVps2v76tX6JksZnAMWWusr,49,1Maa1F57e1VLEgActwP6ZjGmLTaFkqyREr,0.8464570045471191,0.7065923810005188,0.13986462354660034,0.13986462354660034,False,False,False,True,False
1,72192,18aXA5T5BEPgpqQ38rSgShRq7ghT5S9tvz,47,394H6wHnsdBxQqFSLLPzeTJ7kmLeKTvcRY,0.570704460144043,0.1778709590435028,0.39283350110054016,0.39283350110054016,False,False,False,True,False
1,74219,18mKBWckBim8qSDre1e6YQjxNN8KkCJfVU,42,1ET5rCodBrECBVHuhsDciTifSzGdxCNrty,0.9590414762496948,0.9546993374824524,0.004342138767242432,0.004342138767242432,True,True,False,True,False
1,74219,18mKBWckBim8qSDre1e6YQjxNN8KkCJfVU,42,1KkSDKg3YmvHrYFTx12akk8f2uvje4WFaA,0.9590414762496948,0.9573206901550293,0.0017207860946655273,0.0017207860946655273,True,True,False,True,False
1,74219,18mKBWckBim8qSDre1e6YQjxNN8KkCJfVU,42,1purUJS3HGsuRe6cBaA1ULH1sdvv6e9K9,0.9590414762496948,0.9593742489814758,-0.00033277273178100586,0.00033277273178100586,True,True,False,False,True
1,75813,18ugKF91J4Ya4NHw1okSwJsBoYKVtfwvLw,44,3MMCb1DofhUKEpf4aGGs4rDj9QJs1HCrEJ,0.9888083338737488,0.9963733553886414,-0.007565021514892578,0.007565021514892578,True,True,False,False,True
1,75822,18uieCYizT2zrg1zgivdrgUnUc4Y5EPUJZ,46,3BgGDrAfviBztVooGNqW5Eqjj8hmkEwfYc,0.8878133893013,0.18519023060798645,0.7026231586933136,0.7026231586933136,False,False,False,True,False
1,77483,194GQBPLaCoSpY2UKx9i293iZjAbuuNMKT,49,14JT8RJJNh1ffMoJjjKKAYeM7N8jaP48UR,0.10699949413537979,0.18576917052268982,-0.07876967638731003,0.07876967638731003,False,False,False,False,True
1,77483,194GQBPLaCoSpY2UKx9i293iZjAbuuNMKT,49,31jz9j3EoVLXaZ16SLZr9dVuBMa7vqnj6H,0.10699949413537979,0.10225512832403183,0.004744365811347961,0.004744365811347961,False,False,False,True,False
1,77647,1959snj1ovEnJP6ce9Aav2RuxDhZQEoCyh,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.06256960332393646,0.06940174102783203,-0.006832137703895569,0.006832137703895569,False,False,False,False,True
1,77647,1959snj1ovEnJP6ce9Aav2RuxDhZQEoCyh,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.06256960332393646,0.09203112870454788,-0.02946152538061142,0.02946152538061142,False,False,False,False,True
1,80391,19KrfeB3cGAYTzxpwq2r65cmEMwzXqiip6,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.9783583879470825,0.9957669973373413,-0.01740860939025879,0.01740860939025879,True,True,False,False,True
1,82447,19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,48,1347PE3ZDokSsE2Ws1ZvtftPXCuR4NjJsQ,0.8995159864425659,0.9506530165672302,-0.05113703012466431,0.05113703012466431,False,True,True,False,True
1,82447,19WofTajxscPym7mQvFmg7gMqcGvDk6Vf6,48,16FTZ3gTGqLZo5eV2zqkQwdn7oTsAnwTb4,0.8995159864425659,0.8486804366111755,0.05083554983139038,0.05083554983139038,False,False,False,True,False
1,83136,19aWTH3LqD4hhAVXigszeKnZ33dXcoiLKS,42,36524udg8AAiKhXr8ukwFzyWoZ2PCBDq17,0.16336369514465332,0.19670310616493225,-0.03333941102027893,0.03333941102027893,False,False,False,False,True
1,85059,19kiYrzGLdgrvzJbudyre3mEhePgazuYkv,47,1Dym1yThrVo5T1Q7bzgu8ekQBYEma2ftge,0.2431676834821701,0.5155200362205505,-0.27235235273838043,0.27235235273838043,False,False,False,False,True
1,87658,19zaH94k9dVuA4sgtobYTvLUVFECTjF4q1,49,187d6gWrsbnbigNN7KJVt5myqjtFjnF9hv,0.9853590726852417,0.7732281684875488,0.21213090419769287,0.21213090419769287,True,False,True,True,False
1,88076,1A2f5HUDRPvLASRRavZ4chZU8thgSw6Kym,48,1HfEepHZagyXjPEg71A7VTA8QHX28fJHD7,0.5826507210731506,0.9107192754745483,-0.3280685544013977,0.3280685544013977,False,False,False,False,True
1,88309,1A3o3eL6tSqNCBrFdETAed7FQGWghuqVwJ,49,1JNchFeujbm786astAzpeRAVM1igPUMwYx,0.19415020942687988,0.13521535694599152,0.05893485248088837,0.05893485248088837,False,False,False,True,False
1,88904,1A6bLvLoVZ43FSYxerGLhTx81VSh48LA8W,49,187P8BBqdHJXyjmgSK6YTTfkgYWJG7NFMY,0.02137087844312191,0.042376864701509476,-0.021005986258387566,0.021005986258387566,False,False,False,False,True
1,88904,1A6bLvLoVZ43FSYxerGLhTx81VSh48LA8W,49,1K569MWDfdKuDb8iP8EPkFMCJ2FSf1kduk,0.02137087844312191,0.0378098338842392,-0.016438955441117287,0.016438955441117287,False,False,False,False,True
1,92176,1AQ2tmD39tpdYbCH4S9rC64eKf2fKkczqj,42,178FWZR2yXxSCL2V2coJZXF2zVVvh13fdQ,0.32643112540245056,0.6580333113670349,-0.33160218596458435,0.33160218596458435,False,False,False,False,True
1,94431,1Abk3mHubS8WTQ12xZ9UfMh1Y5BMFbzqgS,49,38DgnT18UXQQVc4cgA9dtixybt4BPVuc1C,0.981120765209198,0.9961788654327393,-0.01505810022354126,0.01505810022354126,True,True,False,False,True
1,94874,1Ae7dFZsct57hpAt2vGkYytKwEvSjEggQ8,42,1N52wHoVR79PMDishab2XmRHsbekCdGquK,0.8008846044540405,0.8985177874565125,-0.09763318300247192,0.09763318300247192,False,False,False,False,True
1,94949,1AeZKdDoFFRyZMUBrjn2hM4yqMg95twFuQ,43,1CCn9buMG1LhDNiHVCfnb6biiYhdcYSfyr,0.3121379315853119,0.7390605807304382,-0.42692264914512634,0.42692264914512634,False,False,False,False,True
1,95425,1AgwMakJ3R4m8VzW2VtmbGLRVwUvP4JFEJ,42,3CD1QW6fjgTwKq3Pj97nty28WZAVkziNom,0.3761567175388336,0.9810153245925903,-0.6048586070537567,0.6048586070537567,False,True,True,False,True
